Date,Index,Open,High,Low,Close,Adj Close,Volume,Market Closed,Adj Close Moving Average 10,Adj Close Moving Average 21
2018-02-08,GSPTSE,15335.09961,15359.5,15065.59961,15065.59961,15065.59961,25643510000.0,False,15568.100000999999,15940.361934285713
2018-02-09,GSPTSE,15087.59961,15110.90039,14785.79981,15034.5,15034.5,29042960000.0,False,15476.000000999999,15877.55241047619
2018-02-10,GSPTSE,15087.59961,15110.90039,14785.79981,15034.5,15034.5,29042960000.0,True,15384.279981,15814.742886666665
2018-02-11,GSPTSE,15087.59961,15110.90039,14785.79981,15034.5,15034.5,29042960000.0,True,15301.639942,15751.933362857142
2018-02-12,GSPTSE,15148.09961,15292.5,15114.0,15241.90039,15241.90039,25421580000.0,False,15265.229981,15699.261952857143
2018-02-13,GSPTSE,15206.2002,15250.0,15147.0,15216.5,15216.5,21932670000.0,False,15226.279981,15644.923876190478
2018-02-14,GSPTSE,15143.79981,15391.09961,15120.79981,15328.29981,15328.29981,28617740000.0,False,15198.509962,15599.40481
2018-02-15,GSPTSE,15438.40039,15445.79981,15276.59961,15407.7002,15407.7002,24874910000.0,False,15205.800001000001,15561.485771904761
2018-02-16,GSPTSE,15424.59961,15500.79981,15404.2002,15452.59961,15452.59961,21528830000.0,False,15214.669923,15524.028600952382
2018-02-17,GSPTSE,15424.59961,15500.79981,15404.2002,15452.59961,15452.59961,21528830000.0,True,15226.869923,15486.57143
2018-02-18,GSPTSE,15424.59961,15500.79981,15404.2002,15452.59961,15452.59961,21528830000.0,True,15265.569923,15449.114259047617
2018-02-19,GSPTSE,15424.59961,15500.79981,15404.2002,15452.59961,15452.59961,21528830000.0,True,15307.379884,15418.53804047619
2018-02-20,GSPTSE,15427.2002,15499.0,15414.59961,15439.40039,15439.40039,19193990000.0,False,15347.869923,15393.961868571429
2018-02-21,GSPTSE,15472.90039,15625.59961,15472.90039,15524.0,15524.0,22186890000.0,False,15396.819923,15373.595192380953
2018-02-22,GSPTSE,15588.90039,15638.0,15493.59961,15508.2002,15508.2002,20897930000.0,False,15423.449904,15356.799945238094
2018-02-23,GSPTSE,15560.2002,15641.09961,15533.29981,15638.5,15638.5,16363110000.0,False,15465.649904,15358.347564285712
2018-02-24,GSPTSE,15560.2002,15641.09961,15533.29981,15638.5,15638.5,16363110000.0,True,15496.669923,15359.895183333332
2018-02-25,GSPTSE,15560.2002,15641.09961,15533.29981,15638.5,15638.5,16363110000.0,True,15519.749902999998,15361.44280238095
2018-02-26,GSPTSE,15701.09961,15735.2002,15652.2002,15714.7002,15714.7002,17284450000.0,False,15545.959961999999,15379.533297142856
2018-02-27,GSPTSE,15703.7002,15766.5,15655.5,15671.2002,15671.2002,19562440000.0,False,15567.820021000001,15394.16662142857
2018-02-28,GSPTSE,15723.59961,15726.09961,15442.0,15442.7002,15442.7002,26825300000.0,False,15566.83008,15399.504744761904
2018-03-01,GSPTSE,15452.7002,15455.90039,15313.90039,15394.0,15394.0,23492960000.0,False,15560.970119,15415.142858571427
2018-03-02,GSPTSE,15314.59961,15404.90039,15286.59961,15384.59961,15384.59961,21860950000.0,False,15555.490041000001,15431.814268571427
2018-03-03,GSPTSE,15314.59961,15404.90039,15286.59961,15384.59961,15384.59961,21860950000.0,True,15541.550002,15448.48567857143
2018-03-04,GSPTSE,15314.59961,15404.90039,15286.59961,15384.59961,15384.59961,21860950000.0,True,15529.189943,15465.157088571428
2018-03-05,GSPTSE,15340.2002,15559.2002,15334.7002,15541.29981,15541.29981,2066350000.0,False,15519.469924,15479.414203809521
2018-03-06,GSPTSE,15568.90039,15591.0,15503.79981,15545.2002,15545.2002,22090890000.0,False,15510.139944,15495.066594285712
2018-03-07,GSPTSE,15487.2002,15611.90039,15471.59961,15472.59961,15472.59961,18307170000.0,False,15493.549905000002,15501.93801333333
2018-03-08,GSPTSE,15511.09961,15552.7002,15477.79981,15538.7002,15538.7002,17326520000.0,False,15475.949905000001,15508.17610857143
2018-03-09,GSPTSE,15581.0,15598.79981,15503.0,15577.79981,15577.79981,16381130000.0,False,15466.609865999999,15514.138022857142
2018-03-10,GSPTSE,15581.0,15598.79981,15503.0,15577.79981,15577.79981,16381130000.0,True,15480.119826999999,15520.099937142857
2018-03-11,GSPTSE,15581.0,15598.79981,15503.0,15577.79981,15577.79981,16381130000.0,True,15498.499807999999,15526.061851428572
2018-03-12,GSPTSE,15579.59961,15628.09961,15549.0,15604.79981,15604.79981,15223110000.0,False,15520.519827999999,15533.30948
2018-03-13,GSPTSE,15661.5,15709.40039,15628.79981,15647.09961,15647.09961,15892150000.0,False,15546.769827999999,15543.199919047622
2018-03-14,GSPTSE,15696.59961,15712.59961,15619.7002,15653.59961,15653.59961,16770210000.0,False,15573.669828000002,15549.37132904762
2018-03-15,GSPTSE,15687.90039,15735.29981,15642.40039,15670.59961,15670.59961,18661180000.0,False,15586.599807999999,15557.104634285713
2018-03-16,GSPTSE,15694.29981,15791.2002,15694.29981,15711.29981,15711.29981,47826880000.0,False,15603.209769,15560.57129190476
2018-03-17,GSPTSE,15694.29981,15791.2002,15694.29981,15711.29981,15711.29981,47826880000.0,True,15627.079789,15564.03794952381
2018-03-18,GSPTSE,15694.29981,15791.2002,15694.29981,15711.29981,15711.29981,47826880000.0,True,15644.33975,15567.504607142859
2018-03-19,GSPTSE,15693.09961,15693.09961,15540.90039,15589.40039,15589.40039,17599380000.0,False,15645.499807999999,15561.537949523808
2018-03-20,GSPTSE,15608.79981,15642.5,15593.09961,15616.40039,15616.40039,21589840000.0,False,15649.359866000003,15558.928434761907
2018-03-21,GSPTSE,15593.90039,15741.5,15580.59961,15675.29981,15675.29981,26138810000.0,False,15659.109866000003,15570.004606666667
2018-03-22,GSPTSE,15563.5,15570.90039,15387.09961,15399.90039,15399.90039,23035260000.0,False,15638.619924000002,15570.285577619046
2018-03-23,GSPTSE,15415.40039,15455.59961,15203.90039,15223.7002,15223.7002,21391190000.0,False,15596.279983,15562.623700952381
2018-03-24,GSPTSE,15415.40039,15455.59961,15203.90039,15223.7002,15223.7002,21391190000.0,True,15553.290041999999,15554.961824285714
2018-03-25,GSPTSE,15415.40039,15455.59961,15203.90039,15223.7002,15223.7002,21391190000.0,True,15508.600101,15547.299947619047
2018-03-26,GSPTSE,15334.2002,15356.90039,15211.40039,15298.59961,15298.59961,21398410000.0,False,15467.330080999998,15535.742795238097
2018-03-27,GSPTSE,15307.79981,15367.5,15171.79981,15216.2002,15216.2002,21205820000.0,False,15417.82012,15520.076128571427
2018-03-28,GSPTSE,15198.7002,15232.0,15150.5,15169.90039,15169.90039,21470500000.0,False,15363.680178,15505.661880000001
2018-03-29,GSPTSE,15224.29981,15390.79981,15204.0,15367.29981,15367.29981,22729410000.0,False,15341.470120000002,15497.499956666667
2018-03-30,GSPTSE,15224.29981,15390.79981,15204.0,15367.29981,15367.29981,22729410000.0,True,15316.560061999999,15487.476147142857
2018-03-31,GSPTSE,15224.29981,15390.79981,15204.0,15367.29981,15367.29981,22729410000.0,True,15285.760061999998,15477.452337619048
2018-04-01,GSPTSE,15224.29981,15390.79981,15204.0,15367.29981,15367.29981,22729410000.0,True,15282.500003999998,15467.428528095237
2018-04-02,GSPTSE,15351.2002,15351.2002,15157.29981,15213.5,15213.5,16674260000.0,False,15281.479984,15448.795203809525
2018-04-03,GSPTSE,15215.09961,15228.0,15104.2002,15180.79981,15180.79981,19912170000.0,False,15277.189945000002,15426.59045142857
2018-04-04,GSPTSE,15050.90039,15180.09961,14991.2002,15164.40039,15164.40039,22778960000.0,False,15271.259964,15403.29525047619
2018-04-05,GSPTSE,15194.59961,15371.40039,15187.2002,15356.09961,15356.09961,21460890000.0,False,15277.009964000003,15388.31906
2018-04-06,GSPTSE,15294.79981,15367.09961,15160.59961,15207.40039,15207.40039,20046710000.0,False,15276.129983,15364.323849523811
2018-04-07,GSPTSE,15294.79981,15367.09961,15160.59961,15207.40039,15207.40039,20046710000.0,True,15279.879983,15340.328639047617
2018-04-08,GSPTSE,15294.79981,15367.09961,15160.59961,15207.40039,15207.40039,20046710000.0,True,15263.890041,15316.333428571428
2018-04-09,GSPTSE,15268.40039,15320.5,15216.0,15227.7002,15227.7002,17446840000.0,False,15249.93008,15299.109610000001
2018-04-10,GSPTSE,15339.79981,15339.79981,15252.79981,15262.09961,15262.09961,21289600000.0,False,15239.41006,15282.238144285713
2018-04-11,GSPTSE,15234.40039,15318.90039,15231.79981,15257.90039,15257.90039,22995060000.0,False,15228.470118000001,15262.361981428572
2018-04-12,GSPTSE,15288.59961,15313.59961,15259.0,15269.29981,15269.29981,16061150000.0,False,15234.050099,15256.142906190478
2018-04-13,GSPTSE,15337.29981,15349.59961,15254.90039,15274.0,15274.0,19022760000.0,False,15243.370117999997,15258.538134761906
2018-04-14,GSPTSE,15337.29981,15349.59961,15254.90039,15274.0,15274.0,19022760000.0,True,15254.330078999998,15260.933363333334
2018-04-15,GSPTSE,15337.29981,15349.59961,15254.90039,15274.0,15274.0,19022760000.0,True,15246.120117999997,15263.328591904763
2018-04-16,GSPTSE,15298.79981,15326.09961,15266.90039,15300.40039,15300.40039,18852980000.0,False,15255.420118,15263.414343333332
2018-04-17,GSPTSE,15336.40039,15404.5,15325.0,15353.29981,15353.29981,16745170000.0,False,15270.01006,15269.942896190476
2018-04-18,GSPTSE,15422.90039,15576.7002,15422.90039,15530.0,15530.0,23093540000.0,False,15302.270021,15287.090496666666
2018-04-19,GSPTSE,15542.59961,15559.40039,15434.40039,15454.40039,15454.40039,19171990000.0,False,15324.940040000001,15291.238143333334
2018-04-20,GSPTSE,15470.29981,15501.09961,15442.40039,15484.29981,15484.29981,17063900000.0,False,15347.16006,15296.809571904761
2018-04-21,GSPTSE,15470.29981,15501.09961,15442.40039,15484.29981,15484.29981,17063900000.0,True,15369.800002,15302.38100047619
2018-04-22,GSPTSE,15470.29981,15501.09961,15442.40039,15484.29981,15484.29981,17063900000.0,True,15391.300002,15307.95242904762
2018-04-23,GSPTSE,15503.40039,15582.29981,15495.90039,15552.09961,15552.09961,20279340000.0,False,15419.109963,15324.076220000003
2018-04-24,GSPTSE,15585.0,15589.2002,15430.59961,15477.0,15477.0,20252370000.0,False,15439.409963000002,15338.180990952384
2018-04-25,GSPTSE,15470.59961,15538.5,15443.40039,15509.79981,15509.79981,18956950000.0,False,15462.989944,15354.628582380954
2018-04-26,GSPTSE,15557.59961,15658.79981,15526.40039,15637.59961,15637.59961,20895760000.0,False,15496.709866,15368.033344285715
2018-04-27,GSPTSE,15649.79981,15682.29981,15631.90039,15668.90039,15668.90039,11178420000.0,False,15528.269923999998,15390.009534761906
2018-04-28,GSPTSE,15649.79981,15682.29981,15631.90039,15668.90039,15668.90039,11178420000.0,True,15542.159962999998,15411.985725238095
2018-04-29,GSPTSE,15649.79981,15682.29981,15631.90039,15668.90039,15668.90039,11178420000.0,True,15563.609963,15433.961915714286
2018-04-30,GSPTSE,15676.79981,15702.59961,15607.90039,15607.90039,15607.90039,20254360000.0,False,15575.970021000001,15452.066686666665
2018-05-01,GSPTSE,15592.5,15628.0,15550.09961,15618.90039,15618.90039,16661110000.0,False,15589.430079000002,15469.057200000001
2018-05-02,GSPTSE,15634.29981,15681.5,15620.90039,15627.90039,15627.90039,20838110000.0,False,15603.790137,15486.676247619049
2018-05-03,GSPTSE,15633.09961,15644.90039,15548.7002,15621.5,15621.5,23487010000.0,False,15610.730176000001,15503.447685238096
2018-05-04,GSPTSE,15602.59961,15752.5,15600.2002,15729.40039,15729.40039,18093010000.0,False,15635.970215,15525.133418095236
2018-05-05,GSPTSE,15602.59961,15752.5,15600.2002,15729.40039,15729.40039,18093010000.0,True,15657.930273000002,15546.81915095238
2018-05-06,GSPTSE,15602.59961,15752.5,15600.2002,15729.40039,15729.40039,18093010000.0,True,15667.110351000001,15568.504883809523
2018-05-07,GSPTSE,15759.7002,15848.40039,15759.7002,15808.59961,15808.59961,20441670000.0,False,15681.080273000003,15592.70484666667
2018-05-08,GSPTSE,15815.59961,15842.7002,15771.90039,15842.7002,15842.7002,23940550000.0,False,15698.460254000001,15616.009627142857
2018-05-09,GSPTSE,15902.59961,15910.79981,15828.2002,15910.79981,15910.79981,24962000000.0,False,15722.650195999999,15634.142951428572
2018-05-10,GSPTSE,15929.40039,16000.2002,15910.09961,15959.5,15959.5,23042490000.0,False,15757.810157,15658.195313809523
2018-05-11,GSPTSE,15998.09961,16030.40039,15975.90039,15983.29981,15983.29981,19673370000.0,False,15794.250099,15681.95721857143
2018-05-12,GSPTSE,15998.09961,16030.40039,15975.90039,15983.29981,15983.29981,19673370000.0,True,15829.790041,15705.719123333334
2018-05-13,GSPTSE,15998.09961,16030.40039,15975.90039,15983.29981,15983.29981,19673370000.0,True,15865.970022,15729.48102809524
2018-05-14,GSPTSE,16023.90039,16101.59961,16016.90039,16085.59961,16085.59961,22631100000.0,False,15901.589944000001,15754.885789999998
2018-05-15,GSPTSE,16097.79981,16132.09961,16053.29981,16097.79981,16097.79981,22444050000.0,False,15938.429885999998,15784.447685714284
2018-05-16,GSPTSE,16105.79981,16120.29981,16067.2002,16108.09961,16108.09961,20199690000.0,False,15976.299808,15812.938152380953
2018-05-17,GSPTSE,16125.29981,16179.5,16117.5,16143.59961,16143.59961,20870280000.0,False,16009.799808,15837.03339047619
2018-05-18,GSPTSE,16151.29981,16168.2002,16108.0,16162.29981,16162.29981,18136840000.0,False,16041.759769,15860.52860095238
2018-05-19,GSPTSE,16151.29981,16168.2002,16108.0,16162.29981,16162.29981,18136840000.0,True,16066.909769,15884.023811428571
2018-05-20,GSPTSE,16151.29981,16168.2002,16108.0,16162.29981,16162.29981,18136840000.0,True,16087.18975,15907.519021904762
2018-05-21,GSPTSE,16151.29981,16168.2002,16108.0,16162.29981,16162.29981,18136840000.0,True,16105.08975,15933.918994285716
2018-05-22,GSPTSE,16179.29981,16238.79981,16139.79981,16144.79981,16144.79981,23183270000.0,False,16121.239750000002,15958.961823809523
2018-05-23,GSPTSE,16084.09961,16151.90039,16072.40039,16133.79981,16133.79981,19548780000.0,False,16136.289750000002,15983.05227238095
2018-05-24,GSPTSE,16147.59961,16171.5,16086.0,16113.59961,16113.59961,20477380000.0,False,16139.08975,16006.485587142857
2018-05-25,GSPTSE,16085.0,16148.2002,16059.7002,16075.7002,16075.7002,18223720000.0,False,16136.879789000002,16022.976054285715
2018-05-26,GSPTSE,16085.0,16148.2002,16059.7002,16075.7002,16075.7002,18223720000.0,True,16133.639848,16039.46652142857
2018-05-27,GSPTSE,16085.0,16148.2002,16059.7002,16075.7002,16075.7002,18223720000.0,True,16126.849907,16055.95698857143
2018-05-28,GSPTSE,16059.40039,16089.29981,16001.90039,16016.09961,16016.09961,8334250000.0,False,16112.229887,16065.83794095238
2018-05-29,GSPTSE,15958.5,16013.59961,15884.29981,15922.59961,15922.59961,19678020000.0,False,16088.259867,16069.642674761904
2018-05-30,GSPTSE,15964.2002,16048.90039,15938.59961,16048.7002,16048.7002,18781320000.0,False,16076.899906,16076.20936
2018-05-31,GSPTSE,16013.5,16064.40039,15979.59961,16061.5,16061.5,28878000000.0,False,16066.819925,16081.066502857144
2018-06-01,GSPTSE,16075.79981,16095.2002,16040.5,16043.5,16043.5,18196120000.0,False,16056.689944000002,16083.933178571428
2018-06-02,GSPTSE,16075.79981,16095.2002,16040.5,16043.5,16043.5,18196120000.0,True,16047.659962999998,16086.799854285713
2018-06-03,GSPTSE,16075.79981,16095.2002,16040.5,16043.5,16043.5,18196120000.0,True,16040.650002,16089.666529999999
2018-06-04,GSPTSE,16064.90039,16121.2002,16038.0,16052.2002,16052.2002,17274430000.0,False,16038.300001999998,16088.076081904763
2018-06-05,GSPTSE,16100.90039,16176.2002,16080.0,16122.29981,16122.29981,18841840000.0,False,16042.959962999998,16089.242748571429
2018-06-06,GSPTSE,16128.79981,16183.90039,16072.40039,16183.90039,16183.90039,18547680000.0,False,16053.779982000002,16092.852309523807
2018-06-07,GSPTSE,16201.0,16249.2002,16149.40039,16192.79981,16192.79981,20216590000.0,False,16071.450002000001,16095.195176190475
2018-06-08,GSPTSE,16179.90039,16202.7002,16142.2002,16202.7002,16202.7002,17112240000.0,False,16099.460061,16097.119004285714
2018-06-09,GSPTSE,16179.90039,16202.7002,16142.2002,16202.7002,16202.7002,17112240000.0,True,16114.860061,16099.042832380954
2018-06-10,GSPTSE,16179.90039,16202.7002,16142.2002,16202.7002,16202.7002,17112240000.0,True,16128.980080999998,16100.96666047619
2018-06-11,GSPTSE,16229.2002,16294.79981,16220.5,16263.29981,16263.29981,16965860000.0,False,16150.960062000002,16105.776184285714
2018-06-12,GSPTSE,16275.79981,16290.79981,16240.59961,16289.0,16289.0,17674390000.0,False,16175.510062000001,16112.64286
2018-06-13,GSPTSE,16299.90039,16321.0,16259.0,16265.79981,16265.79981,16859480000.0,False,16197.740043000002,16118.928574285714
2018-06-14,GSPTSE,16308.0,16351.59961,16254.0,16329.0,16329.0,16651420000.0,False,16225.420023000002,16129.185735714284
2018-06-15,GSPTSE,16309.29981,16329.90039,16257.29981,16314.40039,16314.40039,44810070000.0,False,16244.630081000001,16140.552411428573
2018-06-16,GSPTSE,16309.29981,16329.90039,16257.29981,16314.40039,16314.40039,44810070000.0,True,16257.680080999999,16151.919087142858
2018-06-17,GSPTSE,16309.29981,16329.90039,16257.29981,16314.40039,16314.40039,44810070000.0,True,16269.840138999998,16163.285762857142
2018-06-18,GSPTSE,16275.5,16389.30078,16253.29981,16383.59961,16383.59961,20350040000.0,False,16287.93008,16180.785762857144
2018-06-19,GSPTSE,16291.7002,16351.90039,16264.59961,16316.5,16316.5,19531860000.0,False,16299.31006,16199.542924285717
2018-06-20,GSPTSE,16388.5,16444.5,16374.7002,16421.0,16421.0,21435560000.0,False,16321.140039999998,16217.271486190477
2018-06-21,GSPTSE,16401.40039,16412.30078,16323.2002,16335.2002,16335.2002,19688770000.0,False,16328.330078999998,16230.304829047618
2018-06-22,GSPTSE,16457.30078,16489.5,16438.09961,16450.09961,16450.09961,23034610000.0,False,16344.440039999998,16249.666715238096
2018-06-23,GSPTSE,16457.30078,16489.5,16438.09961,16450.09961,16450.09961,23034610000.0,True,16362.870019999998,16269.028601428572
2018-06-24,GSPTSE,16457.30078,16489.5,16438.09961,16450.09961,16450.09961,23034610000.0,True,16374.979981,16288.39048761905
2018-06-25,GSPTSE,16381.5,16384.80078,16165.59961,16184.0,16184.0,25536670000.0,False,16361.939942,16294.666668571426
2018-06-26,GSPTSE,16239.0,16347.5,16199.79981,16280.09961,16280.09961,24908600000.0,False,16358.509864000001,16302.180944761905
2018-06-27,GSPTSE,16320.59961,16344.40039,16218.0,16231.29981,16231.29981,23394530000.0,False,16350.199806,16304.43806
2018-06-28,GSPTSE,16163.59961,16218.0,16112.59961,16179.90039,16179.90039,21239230000.0,False,16329.829884,16303.823801904764
2018-06-29,GSPTSE,16230.0,16304.29981,16230.0,16277.7002,16277.7002,21594020000.0,False,16325.949904,16307.39523047619
2018-06-30,GSPTSE,16230.0,16304.29981,16230.0,16277.7002,16277.7002,21594020000.0,True,16311.619924000002,16310.966659047619
2018-07-01,GSPTSE,16230.0,16304.29981,16230.0,16277.7002,16277.7002,21594020000.0,True,16305.869924000002,16314.538087619047
2018-07-02,GSPTSE,16230.0,16304.29981,16230.0,16277.7002,16277.7002,21594020000.0,True,16288.629983,16315.22382047619
2018-07-03,GSPTSE,16332.40039,16346.09961,16227.29981,16263.2002,16263.2002,16770640000.0,False,16269.940041999998,16313.99525857143
2018-07-04,GSPTSE,16272.40039,16330.7002,16260.29981,16304.7002,16304.7002,6309840000.0,False,16255.400101000001,16315.847658095237
2018-07-05,GSPTSE,16326.90039,16330.90039,16235.59961,16266.59961,16266.59961,16977410000.0,False,16263.660061999999,16312.876210952383
2018-07-06,GSPTSE,16242.40039,16378.59961,16230.29981,16371.79981,16371.79981,14159480000.0,False,16272.830082,16315.609516666667
2018-07-07,GSPTSE,16242.40039,16378.59961,16230.29981,16371.79981,16371.79981,14159480000.0,True,16286.880082,16318.342822380951
2018-07-08,GSPTSE,16242.40039,16378.59961,16230.29981,16371.79981,16371.79981,14159480000.0,True,16306.070024,16321.07612809524
2018-07-09,GSPTSE,16402.69922,16460.5,16382.29981,16452.30078,16452.30078,14927790000.0,False,16323.530082000001,16324.34761238095
2018-07-10,GSPTSE,16481.30078,16553.80078,16481.30078,16548.69922,16548.69922,17945370000.0,False,16350.629984,16335.404718095237
2018-07-11,GSPTSE,16448.90039,16464.0,16390.09961,16417.30078,16417.30078,22377100000.0,False,16364.590042,16335.228564761903
2018-07-12,GSPTSE,16490.19922,16577.09961,16449.09961,16567.40039,16567.40039,16884910000.0,False,16393.560061,16346.285716666669
2018-07-13,GSPTSE,16560.90039,16586.5,16539.19922,16561.09961,16561.09961,14090550000.0,False,16423.350002,16351.57143095238
2018-07-14,GSPTSE,16560.90039,16586.5,16539.19922,16561.09961,16561.09961,14090550000.0,True,16448.989943,16356.857145238097
2018-07-15,GSPTSE,16560.90039,16586.5,16539.19922,16561.09961,16561.09961,14090550000.0,True,16478.439943,16362.142859523809
2018-07-16,GSPTSE,16531.09961,16531.09961,16467.80078,16494.69922,16494.69922,15259370000.0,False,16490.729884,16376.938060476192
2018-07-17,GSPTSE,16462.19922,16546.30078,16445.19922,16519.19922,16519.19922,16440450000.0,False,16505.469825,16388.323756190475
2018-07-18,GSPTSE,16547.90039,16557.40039,16477.40039,16477.40039,16477.40039,18282070000.0,False,16516.029883,16400.04283142857
2018-07-19,GSPTSE,16463.0,16564.40039,16463.0,16543.0,16543.0,17981650000.0,False,16525.099804999998,16417.333289047616
2018-07-20,GSPTSE,16491.90039,16498.59961,16424.80078,16435.5,16435.5,17572600000.0,False,16513.779883,16424.847565238095
2018-07-21,GSPTSE,16491.90039,16498.59961,16424.80078,16435.5,16435.5,17572600000.0,True,16515.599804999998,16432.36184142857
2018-07-22,GSPTSE,16491.90039,16498.59961,16424.80078,16435.5,16435.5,17572600000.0,True,16502.409766,16439.87611761905
2018-07-23,GSPTSE,16444.5,16444.5,16389.40039,16420.80078,16420.80078,15495630000.0,False,16488.379883,16446.69043095238
2018-07-24,GSPTSE,16460.30078,16512.30078,16390.09961,16390.09961,16390.09961,17875190000.0,False,16471.279883000003,16452.73326
2018-07-25,GSPTSE,16366.5,16421.90039,16351.0,16420.80078,16420.80078,15851330000.0,False,16457.25,16458.26185904762
2018-07-26,GSPTSE,16387.59961,16480.59961,16364.29981,16455.69922,16455.69922,18550390000.0,False,16453.35,16467.26660238095
2018-07-27,GSPTSE,16465.40039,16489.09961,16361.29981,16394.0,16394.0,21366070000.0,False,16440.830078000003,16468.323754285713
